unit,lat,lon,year,count
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1975,1
Kern County,35.304076,-118.730207,1975,4
Mendocino CAL FIRE,39.345892,-123.319092,1975,3
Cleveland National Forest,33.022118,-117.094959,1975,6
Tulare County,36.210334,-119.335214,1975,3
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1975,2
Marin County,37.87136,-122.513604,1975,2
Lassen National Forest,40.20725,-120.90771,1975,1
Sequoia National Forest,36.032162,-119.078781,1975,4
San Diego CAL FIRE,32.72793,-117.15529,1975,6
Inyo National Forest,37.313458,-118.139056,1975,1
Modoc National Forest,41.339102,-121.147262,1975,2
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1975,5
San Luis Obispo CAL FIRE,35.266778,-120.659441,1975,2
Los Angeles County,34.05513,-118.25703,1975,9
Yosemite National Park,37.58395,-119.695053,1975,3
Shasta-Trinity National Forest,40.520709,-122.301395,1975,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1975,2
Los Padres National Forest,34.768611,-120.061716,1975,3
Orange County,33.802647,-117.84931,1975,2
Mendocino National Forest,39.172201,-122.90607,1975,1
Bakersfield District - BLM  (old),35.369763,-118.969794,1975,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1975,1
Riverside CAL FIRE,33.496892,-117.1504,1975,10
Fresno-Kings CAL FIRE,36.75156,-119.800612,1975,2
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1975,2
Santa Clara CAL FIRE,37.356651,-121.961118,1975,2
Santa Barbara County,34.389656,-119.702652,1975,1
San Bernardino CAL FIRE,34.136809,-117.29278,1975,2
Sonoma CDF (old),38.290522,-122.459658,1976,1
Yosemite National Park,37.58395,-119.695053,1976,4
Sequoia National Forest,36.032162,-119.078781,1976,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1976,1
Cleveland National Forest,33.022118,-117.094959,1976,7
Channel Islands - NPS,33.986645,-119.911155,1976,1
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1976,3
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1976,6
San Bernardino National Forest,34.090473,-117.260245,1976,2
San Luis Obispo CAL FIRE,35.266778,-120.659441,1976,1
Los Padres National Forest,34.768611,-120.061716,1976,2
Stanislaus National Forest,38.036256,-120.283203,1976,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1976,1
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1976,1
Los Angeles County,34.05513,-118.25703,1976,7
Ventura County,34.27834,-119.29317,1976,4
Sequoia - Kings Canyon NP,36.49042,-118.82488,1976,1
Lassen National Forest,40.20725,-120.90771,1976,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1976,6
Tahoe National Forest,39.301182,-120.678146,1976,2
San Bernardino CAL FIRE,34.136809,-117.29278,1976,2
San Diego CAL FIRE,32.72793,-117.15529,1976,3
Marin County,37.87136,-122.513604,1976,3
Riverside CAL FIRE,33.496892,-117.1504,1976,6
Orange County,33.802647,-117.84931,1976,3
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1977,2
Sierra National Forest,36.829829,-119.684965,1977,2
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1977,5
Sequoia National Forest,36.032162,-119.078781,1977,3
Modoc National Forest,41.339102,-121.147262,1977,5
Los Padres National Forest,34.768611,-120.061716,1977,1
Inyo National Forest,37.313458,-118.139056,1977,2
Sequoia - Kings Canyon NP,36.49042,-118.82488,1977,2
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1977,1
Plumas National Forest,39.937816,-120.94114,1977,4
Riverside CAL FIRE,33.496892,-117.1504,1977,8
Toiyabe National Forest,38.62689,-119.3935,1977,2
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1977,3
Santa Barbara County,34.389656,-119.702652,1977,1
Stanislaus National Forest,38.036256,-120.283203,1977,2
Klamath National Forest,41.336017,-122.841974,1977,3
Los Angeles County,34.05513,-118.25703,1977,9
San Bernardino National Forest,34.090473,-117.260245,1977,2
San Bernardino CAL FIRE,34.136809,-117.29278,1977,4
Eldorado National Forest,38.721085,-120.829644,1977,1
Siskiyou CAL FIRE,41.702654,-122.641241,1977,1
Santa Clara CAL FIRE,37.356651,-121.961118,1977,1
Mendocino National Forest,39.172201,-122.90607,1977,3
Cleveland National Forest,33.022118,-117.094959,1977,2
Vandenberg Air Force Base,34.7483,-120.51817,1977,1
Tahoe National Forest,39.301182,-120.678146,1977,1
Klamath National Forest,41.336017,-122.841974,1978,1
Butte CAL FIRE,36.01296,-116.830549,1978,1
Stanislaus National Forest,38.036256,-120.283203,1978,1
Pinnacles National Park,36.499123,-121.116237,1978,1
Yosemite National Park,37.58395,-119.695053,1978,7
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1978,1
Vandenberg Air Force Base,34.7483,-120.51817,1978,1
Los Padres National Forest,34.768611,-120.061716,1978,3
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1978,3
Joshua Tree NP,33.913972,-115.839753,1978,1
Ventura County,34.27834,-119.29317,1978,1
Sequoia - Kings Canyon NP,36.49042,-118.82488,1978,1
San Bernardino CAL FIRE,34.136809,-117.29278,1978,2
Tahoe National Forest,39.301182,-120.678146,1978,1
Sequoia National Forest,36.032162,-119.078781,1978,1
Cleveland National Forest,33.022118,-117.094959,1978,8
Marin County,37.87136,-122.513604,1978,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1978,2
Inyo National Forest,37.313458,-118.139056,1978,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1978,2
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1978,1
San Diego CAL FIRE,32.72793,-117.15529,1978,10
Mendocino National Forest,39.172201,-122.90607,1978,1
San Bernardino National Forest,34.090473,-117.260245,1978,2
Plumas National Forest,39.937816,-120.94114,1978,1
Eldorado National Forest,38.721085,-120.829644,1978,1
Modoc National Forest,41.339102,-121.147262,1978,5
Los Angeles County,34.05513,-118.25703,1978,8
Riverside CAL FIRE,33.496892,-117.1504,1978,13
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1978,1
Sonoma CDF (old),38.290522,-122.459658,1978,2
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1978,2
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1979,1
Mendocino CAL FIRE,39.345892,-123.319092,1979,2
Yosemite National Park,37.58395,-119.695053,1979,1
Sequoia - Kings Canyon NP,36.49042,-118.82488,1979,2
San Luis Obispo CAL FIRE,35.266778,-120.659441,1979,7
Sequoia National Forest,36.032162,-119.078781,1979,4
Santa Clara CAL FIRE,37.356651,-121.961118,1979,6
Eldorado National Forest,38.721085,-120.829644,1979,1
San Bernardino CAL FIRE,34.136809,-117.29278,1979,9
Los Angeles County,34.05513,-118.25703,1979,30
Riverside CAL FIRE,33.496892,-117.1504,1979,72
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1979,3
Modoc National Forest,41.339102,-121.147262,1979,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1979,6
Tulare County,36.210334,-119.335214,1979,5
San Bernardino National Forest,34.090473,-117.260245,1979,15
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1979,2
Plumas National Forest,39.937816,-120.94114,1979,1
Ventura County,34.27834,-119.29317,1979,3
San Diego CAL FIRE,32.72793,-117.15529,1979,7
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1979,5
Butte CAL FIRE,36.01296,-116.830549,1979,3
Stanislaus National Forest,38.036256,-120.283203,1979,3
Fresno-Kings CAL FIRE,36.75156,-119.800612,1979,7
Inyo National Forest,37.313458,-118.139056,1979,1
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1979,11
Vandenberg Air Force Base,34.7483,-120.51817,1979,1
Joshua Tree NP,33.913972,-115.839753,1979,2
Los Padres National Forest,34.768611,-120.061716,1979,6
Shasta-Trinity National Forest,40.520709,-122.301395,1979,1
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1979,2
Cleveland National Forest,33.022118,-117.094959,1979,23
Northern CA District - BLM,33.913568,-117.263252,1979,1
Sierra National Forest,36.829829,-119.684965,1979,3
Orange County,33.802647,-117.84931,1979,4
Santa Barbara County,34.389656,-119.702652,1979,8
Lassen National Forest,40.20725,-120.90771,1980,3
Sierra National Forest,36.829829,-119.684965,1980,5
Orange County,33.802647,-117.84931,1980,1
Shasta-Trinity National Forest,40.520709,-122.301395,1980,3
Plumas National Forest,39.937816,-120.94114,1980,3
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1980,5
Six Rivers National Forest,41.840065,-123.997312,1980,2
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1980,6
Sequoia - Kings Canyon NP,36.49042,-118.82488,1980,4
Fresno-Kings CAL FIRE,36.75156,-119.800612,1980,3
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1980,3
San Luis Obispo CAL FIRE,35.266778,-120.659441,1980,1
Ventura County,34.27834,-119.29317,1980,2
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1980,4
Cleveland National Forest,33.022118,-117.094959,1980,17
Yosemite National Park,37.58395,-119.695053,1980,7
San Bernardino CAL FIRE,34.136809,-117.29278,1980,17
Los Padres National Forest,34.768611,-120.061716,1980,2
Modoc National Forest,41.339102,-121.147262,1980,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1980,2
Los Angeles County,34.05513,-118.25703,1980,29
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1980,4
San Diego CAL FIRE,32.72793,-117.15529,1980,2
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,1980,1
Mendocino CAL FIRE,39.345892,-123.319092,1980,1
Santa Barbara County,34.389656,-119.702652,1980,1
Sonoma CDF (old),38.290522,-122.459658,1980,1
Sequoia National Forest,36.032162,-119.078781,1980,6
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1980,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1980,5
Butte CAL FIRE,36.01296,-116.830549,1980,2
Angeles National Forest,34.181417,-118.074422,1980,1
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1980,4
Marin County,37.87136,-122.513604,1980,1
San Bernardino National Forest,34.090473,-117.260245,1980,5
Santa Clara CAL FIRE,37.356651,-121.961118,1980,7
Riverside CAL FIRE,33.496892,-117.1504,1980,50
Toiyabe National Forest,38.62689,-119.3935,1980,1
Mendocino CAL FIRE,39.345892,-123.319092,1981,3
Sierra National Forest,36.829829,-119.684965,1981,2
Ventura County,34.27834,-119.29317,1981,1
Inyo National Forest,37.313458,-118.139056,1981,1
Butte CAL FIRE,36.01296,-116.830549,1981,2
Los Padres National Forest,34.768611,-120.061716,1981,1
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1981,4
Sequoia National Forest,36.032162,-119.078781,1981,4
San Bernardino CAL FIRE,34.136809,-117.29278,1981,6
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1981,2
Santa Barbara County,34.389656,-119.702652,1981,2
Vandenberg Air Force Base,34.7483,-120.51817,1981,1
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1981,6
Fresno-Kings CAL FIRE,36.75156,-119.800612,1981,4
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1981,4
Toiyabe National Forest,38.62689,-119.3935,1981,2
Eldorado National Forest,38.721085,-120.829644,1981,1
Sequoia - Kings Canyon NP,36.49042,-118.82488,1981,1
Shasta-Trinity National Forest,40.520709,-122.301395,1981,1
Marin County,37.87136,-122.513604,1981,2
Cleveland National Forest,33.022118,-117.094959,1981,11
San Bernardino National Forest,34.090473,-117.260245,1981,4
Six Rivers National Forest,41.840065,-123.997312,1981,2
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1981,3
San Luis Obispo CAL FIRE,35.266778,-120.659441,1981,14
Riverside CAL FIRE,33.496892,-117.1504,1981,37
Plumas National Forest,39.937816,-120.94114,1981,1
Klamath National Forest,41.336017,-122.841974,1981,2
Stanislaus National Forest,38.036256,-120.283203,1981,1
San Diego CAL FIRE,32.72793,-117.15529,1981,8
Tulare County,36.210334,-119.335214,1981,2
Modoc National Forest,41.339102,-121.147262,1981,4
Bakersfield District - BLM  (old),35.369763,-118.969794,1981,1
Yosemite National Park,37.58395,-119.695053,1981,3
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1981,3
Los Angeles County,34.05513,-118.25703,1981,20
Santa Clara CAL FIRE,37.356651,-121.961118,1981,3
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1981,8
Fresno-Kings CAL FIRE,36.75156,-119.800612,1982,2
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1982,2
Sequoia - Kings Canyon NP,36.49042,-118.82488,1982,1
Riverside CAL FIRE,33.496892,-117.1504,1982,18
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1982,3
Sequoia National Forest,36.032162,-119.078781,1982,4
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1982,3
Klamath National Forest,41.336017,-122.841974,1982,1
Tulare County,36.210334,-119.335214,1982,3
San Luis Obispo CAL FIRE,35.266778,-120.659441,1982,5
Six Rivers National Forest,41.840065,-123.997312,1982,3
Los Angeles County,34.05513,-118.25703,1982,8
Yosemite National Park,37.58395,-119.695053,1982,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1982,5
San Bernardino National Forest,34.090473,-117.260245,1982,1
Ventura County,34.27834,-119.29317,1982,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1982,2
Marin County,37.87136,-122.513604,1982,2
San Diego CAL FIRE,32.72793,-117.15529,1982,6
Vandenberg Air Force Base,34.7483,-120.51817,1982,1
Cleveland National Forest,33.022118,-117.094959,1982,11
Modoc National Forest,41.339102,-121.147262,1982,1
Pinnacles National Park,36.499123,-121.116237,1982,1
Santa Barbara County,34.389656,-119.702652,1982,1
San Bernardino CAL FIRE,34.136809,-117.29278,1982,2
Santa Clara CAL FIRE,37.356651,-121.961118,1982,2
Orange County,33.802647,-117.84931,1982,1
Los Padres National Forest,34.768611,-120.061716,1982,1
Northern CA District - BLM,33.913568,-117.263252,1982,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1982,1
Los Padres National Forest,34.768611,-120.061716,1983,2
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1983,1
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1983,2
Fresno-Kings CAL FIRE,36.75156,-119.800612,1983,4
Plumas National Forest,39.937816,-120.94114,1983,1
San Bernardino National Forest,34.090473,-117.260245,1983,3
Inyo National Forest,37.313458,-118.139056,1983,1
San Bernardino CAL FIRE,34.136809,-117.29278,1983,8
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1983,2
Riverside CAL FIRE,33.496892,-117.1504,1983,12
Cleveland National Forest,33.022118,-117.094959,1983,9
Klamath National Forest,41.336017,-122.841974,1983,1
San Diego CAL FIRE,32.72793,-117.15529,1983,8
San Luis Obispo CAL FIRE,35.266778,-120.659441,1983,2
Sequoia National Forest,36.032162,-119.078781,1983,2
Butte CAL FIRE,36.01296,-116.830549,1983,3
Los Angeles County,34.05513,-118.25703,1983,21
Bakersfield District - BLM  (old),35.369763,-118.969794,1983,1
Santa Clara CAL FIRE,37.356651,-121.961118,1983,4
Tulare County,36.210334,-119.335214,1983,4
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1983,1
Yosemite National Park,37.58395,-119.695053,1983,2
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1983,3
Ventura County,34.27834,-119.29317,1983,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1983,2
Santa Barbara County,34.389656,-119.702652,1983,2
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1983,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1983,6
Los Angeles County,34.05513,-118.25703,1984,16
Ventura County,34.27834,-119.29317,1984,2
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1984,3
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1984,1
Orange County,33.802647,-117.84931,1984,3
Santa Clara CAL FIRE,37.356651,-121.961118,1984,4
Mendocino National Forest,39.172201,-122.90607,1984,1
San Bernardino CAL FIRE,34.136809,-117.29278,1984,4
Toiyabe National Forest,38.62689,-119.3935,1984,6
Marin County,37.87136,-122.513604,1984,2
Vandenberg Air Force Base,34.7483,-120.51817,1984,2
Modoc National Forest,41.339102,-121.147262,1984,3
Cleveland National Forest,33.022118,-117.094959,1984,6
Sequoia - Kings Canyon NP,36.49042,-118.82488,1984,4
Inyo National Forest,37.313458,-118.139056,1984,1
San Diego CAL FIRE,32.72793,-117.15529,1984,5
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1984,3
Lassen Volcanic NP,40.493508,-121.407618,1984,2
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1984,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1984,3
Tahoe National Forest,39.301182,-120.678146,1984,1
Yosemite National Park,37.58395,-119.695053,1984,3
Sierra National Forest,36.829829,-119.684965,1984,1
Shasta-Trinity National Forest,40.520709,-122.301395,1984,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1984,1
Mendocino CAL FIRE,39.345892,-123.319092,1984,1
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,1984,2
Klamath National Forest,41.336017,-122.841974,1984,1
Siskiyou CAL FIRE,41.702654,-122.641241,1984,1
Joshua Tree NP,33.913972,-115.839753,1984,2
Butte CAL FIRE,36.01296,-116.830549,1984,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,1984,10
San Bernardino National Forest,34.090473,-117.260245,1984,4
Sequoia National Forest,36.032162,-119.078781,1984,9
Kern County,35.304076,-118.730207,1984,3
Plumas National Forest,39.937816,-120.94114,1984,2
Bakersfield District - BLM  (old),35.369763,-118.969794,1984,1
Riverside CAL FIRE,33.496892,-117.1504,1984,6
Santa Barbara County,34.389656,-119.702652,1984,2
Los Padres National Forest,34.768611,-120.061716,1984,4
Fresno-Kings CAL FIRE,36.75156,-119.800612,1984,5
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1984,1
Lassen National Forest,40.20725,-120.90771,1984,3
Tulare County,36.210334,-119.335214,1984,4
Santa Monica Mtns National Recreation Area,34.114193,-119.072796,1985,1
Orange County,33.802647,-117.84931,1985,4
Yosemite National Park,37.58395,-119.695053,1985,8
Shasta-Trinity National Forest,40.520709,-122.301395,1985,5
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1985,2
Santa Clara CAL FIRE,37.356651,-121.961118,1985,5
Los Angeles County,34.05513,-118.25703,1985,10
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1985,2
San Bernardino National Forest,34.090473,-117.260245,1985,2
Ventura County,34.27834,-119.29317,1985,5
Northern CA District - BLM,33.913568,-117.263252,1985,3
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1985,5
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1985,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,1985,6
Lassen National Forest,40.20725,-120.90771,1985,2
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1985,6
Butte CAL FIRE,36.01296,-116.830549,1985,1
Sierra National Forest,36.829829,-119.684965,1985,1
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1985,2
Sequoia - Kings Canyon NP,36.49042,-118.82488,1985,3
Cleveland National Forest,33.022118,-117.094959,1985,9
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1985,5
Six Rivers National Forest,41.840065,-123.997312,1985,1
Fresno-Kings CAL FIRE,36.75156,-119.800612,1985,2
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1985,3
Mendocino CAL FIRE,39.345892,-123.319092,1985,1
Eldorado National Forest,38.721085,-120.829644,1985,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1985,1
Los Padres National Forest,34.768611,-120.061716,1985,5
Sequoia National Forest,36.032162,-119.078781,1985,7
Stanislaus National Forest,38.036256,-120.283203,1985,3
Inyo National Forest,37.313458,-118.139056,1985,4
Bakersfield District - BLM  (old),35.369763,-118.969794,1985,2
Toiyabe National Forest,38.62689,-119.3935,1985,1
San Diego CAL FIRE,32.72793,-117.15529,1985,5
San Bernardino CAL FIRE,34.136809,-117.29278,1985,4
Riverside CAL FIRE,33.496892,-117.1504,1985,10
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,1985,1
Kern County,35.304076,-118.730207,1986,1
Los Angeles County,34.05513,-118.25703,1986,13
San Diego CAL FIRE,32.72793,-117.15529,1986,6
Santa Clara CAL FIRE,37.356651,-121.961118,1986,1
Mendocino National Forest,39.172201,-122.90607,1986,1
Riverside CAL FIRE,33.496892,-117.1504,1986,5
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1986,1
Stanislaus National Forest,38.036256,-120.283203,1986,1
Sequoia - Kings Canyon NP,36.49042,-118.82488,1986,2
Northern CA District - BLM,33.913568,-117.263252,1986,2
Inyo National Forest,37.313458,-118.139056,1986,1
Los Padres National Forest,34.768611,-120.061716,1986,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,1986,6
Sequoia National Forest,36.032162,-119.078781,1986,2
Bakersfield District - BLM  (old),35.369763,-118.969794,1986,2
San Bernardino CAL FIRE,34.136809,-117.29278,1986,1
Butte CAL FIRE,36.01296,-116.830549,1986,3
Angeles National Forest,34.181417,-118.074422,1986,1
Ventura County,34.27834,-119.29317,1986,1
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1986,6
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1986,3
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1986,2
San Bernardino National Forest,34.090473,-117.260245,1986,3
Eldorado National Forest,38.721085,-120.829644,1986,1
Sierra National Forest,36.829829,-119.684965,1986,2
Shasta-Trinity National Forest,40.520709,-122.301395,1986,1
Yosemite National Park,37.58395,-119.695053,1986,4
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1986,2
Fresno-Kings CAL FIRE,36.75156,-119.800612,1986,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1986,4
Plumas National Forest,39.937816,-120.94114,1986,1
Tahoe National Forest,39.301182,-120.678146,1986,1
Toiyabe National Forest,38.62689,-119.3935,1986,1
Tulare County,36.210334,-119.335214,1986,1
Sonoma CDF (old),38.290522,-122.459658,1986,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1986,2
Cleveland National Forest,33.022118,-117.094959,1986,5
Vandenberg Air Force Base,34.7483,-120.51817,1986,1
San Bernardino National Forest,34.090473,-117.260245,1987,14
Los Padres National Forest,34.768611,-120.061716,1987,4
Sequoia National Forest,36.032162,-119.078781,1987,5
Stanislaus National Forest,38.036256,-120.283203,1987,9
Fresno-Kings CAL FIRE,36.75156,-119.800612,1987,3
Sierra National Forest,36.829829,-119.684965,1987,1
Kern County,35.304076,-118.730207,1987,1
Sequoia - Kings Canyon NP,36.49042,-118.82488,1987,5
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1987,2
Modoc National Forest,41.339102,-121.147262,1987,3
Shasta-Trinity National Forest,40.520709,-122.301395,1987,21
Butte CAL FIRE,36.01296,-116.830549,1987,2
Plumas National Forest,39.937816,-120.94114,1987,2
Yosemite National Park,37.58395,-119.695053,1987,6
Mendocino CAL FIRE,39.345892,-123.319092,1987,3
Six Rivers National Forest,41.840065,-123.997312,1987,4
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1987,1
Lassen National Forest,40.20725,-120.90771,1987,4
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1987,1
Klamath National Forest,41.336017,-122.841974,1987,25
Marin County,37.87136,-122.513604,1987,2
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1987,2
Northern CA District - BLM,33.913568,-117.263252,1987,3
Bakersfield District - BLM  (old),35.369763,-118.969794,1987,6
Los Angeles County,34.05513,-118.25703,1987,8
Riverside CAL FIRE,33.496892,-117.1504,1987,9
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1987,1
Tahoe National Forest,39.301182,-120.678146,1987,3
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1987,3
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1987,3
San Diego CAL FIRE,32.72793,-117.15529,1987,8
Inyo National Forest,37.313458,-118.139056,1987,3
Toiyabe National Forest,38.62689,-119.3935,1987,2
Cleveland National Forest,33.022118,-117.094959,1987,6
Joshua Tree NP,33.913972,-115.839753,1987,3
Santa Clara CAL FIRE,37.356651,-121.961118,1987,3
Lassen Volcanic NP,40.493508,-121.407618,1987,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,1987,8
Mendocino National Forest,39.172201,-122.90607,1987,4
San Bernardino CAL FIRE,34.136809,-117.29278,1987,5
Ventura County,34.27834,-119.29317,1987,2
Tulare County,36.210334,-119.335214,1987,2
Orange County,33.802647,-117.84931,1988,1
San Bernardino National Forest,34.090473,-117.260245,1988,17
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1988,1
Toiyabe National Forest,38.62689,-119.3935,1988,4
San Diego CAL FIRE,32.72793,-117.15529,1988,4
Yosemite National Park,37.58395,-119.695053,1988,13
Northern CA District - BLM,33.913568,-117.263252,1988,2
Modoc National Forest,41.339102,-121.147262,1988,1
Plumas National Forest,39.937816,-120.94114,1988,1
Klamath National Forest,41.336017,-122.841974,1988,1
Bakersfield District - BLM  (old),35.369763,-118.969794,1988,6
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1988,6
Los Angeles County,34.05513,-118.25703,1988,14
Sequoia National Forest,36.032162,-119.078781,1988,7
Angeles National Forest,34.181417,-118.074422,1988,1
Fresno-Kings CAL FIRE,36.75156,-119.800612,1988,1
Stanislaus National Forest,38.036256,-120.283203,1988,1
San Bernardino CAL FIRE,34.136809,-117.29278,1988,6
Inyo National Forest,37.313458,-118.139056,1988,1
Lassen National Forest,40.20725,-120.90771,1988,1
Eldorado National Forest,38.721085,-120.829644,1988,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,1988,3
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1988,1
Butte CAL FIRE,36.01296,-116.830549,1988,1
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1988,1
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1988,2
Santa Clara CAL FIRE,37.356651,-121.961118,1988,4
Shasta-Trinity National Forest,40.520709,-122.301395,1988,3
Sonoma CDF (old),38.290522,-122.459658,1988,4
Sierra National Forest,36.829829,-119.684965,1988,6
Los Padres National Forest,34.768611,-120.061716,1988,2
Cleveland National Forest,33.022118,-117.094959,1988,5
Tulare County,36.210334,-119.335214,1988,2
Sequoia - Kings Canyon NP,36.49042,-118.82488,1988,4
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1988,5
Marin County,37.87136,-122.513604,1988,2
Riverside CAL FIRE,33.496892,-117.1504,1988,26
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1988,2
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1988,3
Ventura County,34.27834,-119.29317,1988,2
Tahoe National Forest,39.301182,-120.678146,1988,1
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1988,1
Mendocino National Forest,39.172201,-122.90607,1988,4
Cleveland National Forest,33.022118,-117.094959,1989,10
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1989,1
Vandenberg Air Force Base,34.7483,-120.51817,1989,1
Ventura County,34.27834,-119.29317,1989,1
San Diego CAL FIRE,32.72793,-117.15529,1989,10
Six Rivers National Forest,41.840065,-123.997312,1989,1
