unit,lat,lon,year,count,area_burned
Los Angeles County,34.05513,-118.25703,1936,5,4686.6062
Tahoe National Forest,39.301182,-120.678146,1936,6,25116.847999999998
Plumas National Forest,39.937816,-120.94114,1936,7,34816.6405
Los Padres National Forest,34.768611,-120.061716,1936,6,3275.5828
San Bernardino National Forest,34.090473,-117.260245,1936,3,5502.654500000001
Sierra National Forest,36.829829,-119.684965,1936,7,15927.7012
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1936,1,17530.75
Six Rivers National Forest,41.840065,-123.997312,1936,6,7495.5898
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1936,7,58740.2125
Ventura County,34.27834,-119.29317,1936,1,1031.558
Eldorado National Forest,38.721085,-120.829644,1936,1,776.684
Klamath National Forest,41.336017,-122.841974,1936,1,521.4919
Mendocino National Forest,39.172201,-122.90607,1937,1,2796.177
San Bernardino National Forest,34.090473,-117.260245,1937,1,265.9619
Los Padres National Forest,34.768611,-120.061716,1937,2,1248.5136
Plumas National Forest,39.937816,-120.94114,1937,6,2555.4475
Tahoe National Forest,39.301182,-120.678146,1937,1,137.6625
Angeles National Forest,34.181417,-118.074422,1937,3,510.7881
Marin County,37.87136,-122.513604,1937,3,1591.7458
Cleveland National Forest,33.022118,-117.094959,1937,2,5034.9725
Sierra National Forest,36.829829,-119.684965,1937,2,2324.3757
Riverside CAL FIRE,33.496892,-117.1504,1937,1,138.8192
Los Angeles County,34.05513,-118.25703,1937,6,3673.0021
Modoc National Forest,41.339102,-121.147262,1937,1,365.1221
Cleveland National Forest,33.022118,-117.094959,1938,15,23796.2127
San Bernardino National Forest,34.090473,-117.260245,1938,1,12492.82
Six Rivers National Forest,41.840065,-123.997312,1938,3,15239.740600000001
Klamath National Forest,41.336017,-122.841974,1938,2,9827.4401
Pinnacles National Park,36.499123,-121.116237,1938,1,1379.585
Tulare County,36.210334,-119.335214,1938,1,266.477
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1938,1,2721.477
Plumas National Forest,39.937816,-120.94114,1938,1,375.6023
Ventura County,34.27834,-119.29317,1938,3,2742.7826999999997
Modoc National Forest,41.339102,-121.147262,1938,4,18554.825
Sequoia National Forest,36.032162,-119.078781,1938,1,108.8837
Los Angeles County,34.05513,-118.25703,1938,5,18725.466200000003
Marin County,37.87136,-122.513604,1938,5,1760.921
Shasta-Trinity National Forest,40.520709,-122.301395,1938,5,4060.8377
Los Padres National Forest,34.768611,-120.061716,1938,1,538.7168
Riverside CAL FIRE,33.496892,-117.1504,1938,2,1121.7506
Lassen National Forest,40.20725,-120.90771,1938,5,3841.4977
Lassen National Forest,40.20725,-120.90771,1939,8,9430.245
Cleveland National Forest,33.022118,-117.094959,1939,10,14974.378700000001
Sequoia - Kings Canyon NP,36.49042,-118.82488,1939,3,3053.5635
Modoc National Forest,41.339102,-121.147262,1939,5,4981.0144
Sequoia National Forest,36.032162,-119.078781,1939,1,281.1795
Ventura County,34.27834,-119.29317,1939,2,7106.231
Klamath National Forest,41.336017,-122.841974,1939,8,8304.993199999999
Sonoma CDF (old),38.290522,-122.459658,1939,1,212.7766
Shasta-Trinity National Forest,40.520709,-122.301395,1939,16,42202.3237
Eldorado National Forest,38.721085,-120.829644,1939,1,193.2271
Los Padres National Forest,34.768611,-120.061716,1939,8,44815.4374
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1939,6,12986.0686
Sierra National Forest,36.829829,-119.684965,1939,3,51113.0989
Six Rivers National Forest,41.840065,-123.997312,1939,6,3214.8421
Riverside CAL FIRE,33.496892,-117.1504,1939,1,359.5486
Plumas National Forest,39.937816,-120.94114,1939,2,3942.6539000000002
Mendocino National Forest,39.172201,-122.90607,1939,9,29666.9494
Tahoe National Forest,39.301182,-120.678146,1939,4,1810.7064
Los Angeles County,34.05513,-118.25703,1939,6,2795.4222
Modoc National Forest,41.339102,-121.147262,1940,6,29505.920899999997
Vandenberg Air Force Base,34.7483,-120.51817,1940,1,211.4375
Lassen National Forest,40.20725,-120.90771,1940,4,2304.9539999999997
Cleveland National Forest,33.022118,-117.094959,1940,10,24765.3738
Klamath National Forest,41.336017,-122.841974,1940,4,3071.2871
Sequoia - Kings Canyon NP,36.49042,-118.82488,1940,1,112.5703
Sequoia National Forest,36.032162,-119.078781,1940,4,6527.0018
Sierra National Forest,36.829829,-119.684965,1940,3,796.1868
Los Angeles County,34.05513,-118.25703,1940,7,9159.6809
Los Padres National Forest,34.768611,-120.061716,1940,6,7122.4782
Ventura County,34.27834,-119.29317,1940,1,1411.105
Pinnacles National Park,36.499123,-121.116237,1940,2,705.1069
Riverside CAL FIRE,33.496892,-117.1504,1940,2,13314.1293
San Bernardino National Forest,34.090473,-117.260245,1940,5,24753.2829
Stanislaus National Forest,38.036256,-120.283203,1940,3,734.8537
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1940,2,679.5106
Shasta-Trinity National Forest,40.520709,-122.301395,1940,2,1512.8463
Tahoe National Forest,39.301182,-120.678146,1940,2,503.9462
Plumas National Forest,39.937816,-120.94114,1940,2,735.0243
Vandenberg Air Force Base,34.7483,-120.51817,1941,1,997.5522
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1941,6,5929.1881
Riverside CAL FIRE,33.496892,-117.1504,1941,2,3384.1562999999996
Modoc National Forest,41.339102,-121.147262,1941,3,17452.817199999998
Marin County,37.87136,-122.513604,1941,11,1623.1709999999998
Stanislaus National Forest,38.036256,-120.283203,1941,3,3498.0735000000004
Sequoia National Forest,36.032162,-119.078781,1941,2,3904.7679
Tahoe National Forest,39.301182,-120.678146,1941,1,204.1649
Pinnacles National Park,36.499123,-121.116237,1941,1,493.5758
Plumas National Forest,39.937816,-120.94114,1941,2,564.3579
Cleveland National Forest,33.022118,-117.094959,1941,11,7900.4229000000005
Ventura County,34.27834,-119.29317,1941,2,2101.1449
Lassen National Forest,40.20725,-120.90771,1941,5,3993.2264999999998
Toiyabe National Forest,38.62689,-119.3935,1941,3,2309.2375
San Bernardino National Forest,34.090473,-117.260245,1941,6,6075.564
Los Padres National Forest,34.768611,-120.061716,1941,14,16701.183
Los Angeles County,34.05513,-118.25703,1941,5,2294.5319
Klamath National Forest,41.336017,-122.841974,1941,6,7277.7774
Shasta-Trinity National Forest,40.520709,-122.301395,1942,3,628.5459
Sierra National Forest,36.829829,-119.684965,1942,1,359.2296
Cleveland National Forest,33.022118,-117.094959,1942,20,38425.3585
Sequoia - Kings Canyon NP,36.49042,-118.82488,1942,1,171.7375
Los Padres National Forest,34.768611,-120.061716,1942,8,49795.8957
Lassen National Forest,40.20725,-120.90771,1942,4,1535.7769
Sequoia National Forest,36.032162,-119.078781,1942,7,105075.8102
Eldorado National Forest,38.721085,-120.829644,1942,1,164.5156
Riverside CAL FIRE,33.496892,-117.1504,1942,2,650.3996
Los Angeles County,34.05513,-118.25703,1942,16,20336.6477
Modoc National Forest,41.339102,-121.147262,1942,5,2234.2136
Klamath National Forest,41.336017,-122.841974,1942,5,5152.8707
Ventura County,34.27834,-119.29317,1942,1,1629.105
Plumas National Forest,39.937816,-120.94114,1942,4,8918.9364
San Bernardino National Forest,34.090473,-117.260245,1942,8,26530.304
Lassen National Forest,40.20725,-120.90771,1943,4,18524.1384
Plumas National Forest,39.937816,-120.94114,1943,2,2578.52
Cleveland National Forest,33.022118,-117.094959,1943,15,92585.2538
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1943,18,65446.7583
Toiyabe National Forest,38.62689,-119.3935,1943,3,6096.1909
Klamath National Forest,41.336017,-122.841974,1943,4,2829.6668
Sierra National Forest,36.829829,-119.684965,1943,3,2109.6582
Los Padres National Forest,34.768611,-120.061716,1943,5,5917.757799999999
Tahoe National Forest,39.301182,-120.678146,1943,3,980.2525
Sonoma CDF (old),38.290522,-122.459658,1943,3,2830.9614
Eldorado National Forest,38.721085,-120.829644,1943,1,1799.867
Los Angeles County,34.05513,-118.25703,1943,9,25830.1228
Modoc National Forest,41.339102,-121.147262,1943,4,2039.7774
Ventura County,34.27834,-119.29317,1943,4,3435.0600999999997
San Bernardino National Forest,34.090473,-117.260245,1943,6,14228.472
Shasta-Trinity National Forest,40.520709,-122.301395,1943,2,853.3619
Sonoma CDF (old),38.290522,-122.459658,1944,3,10015.3003
Tahoe National Forest,39.301182,-120.678146,1944,1,631.9214
Riverside CAL FIRE,33.496892,-117.1504,1944,2,60477.920000000006
Mendocino National Forest,39.172201,-122.90607,1944,5,36223.9449
Ventura County,34.27834,-119.29317,1944,2,3255.2019
Eldorado National Forest,38.721085,-120.829644,1944,3,916.5945999999999
Modoc National Forest,41.339102,-121.147262,1944,6,7254.736000000001
Lassen National Forest,40.20725,-120.90771,1944,7,5184.3633
Northern CA District - BLM,33.913568,-117.263252,1944,1,634.4178
Toiyabe National Forest,38.62689,-119.3935,1944,3,1095.6648
Los Padres National Forest,34.768611,-120.061716,1944,4,30992.2768
Los Angeles County,34.05513,-118.25703,1944,4,5450.6969
Sierra National Forest,36.829829,-119.684965,1944,4,1720.8322
Shasta-Trinity National Forest,40.520709,-122.301395,1944,6,14573.421400000001
Six Rivers National Forest,41.840065,-123.997312,1944,1,746.8584
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1944,4,3331.7871
Klamath National Forest,41.336017,-122.841974,1944,4,721.8211
San Bernardino National Forest,34.090473,-117.260245,1944,3,2345.7063
Mendocino CAL FIRE,39.345892,-123.319092,1944,14,39582.7999
Cleveland National Forest,33.022118,-117.094959,1944,20,105341.9912
Stanislaus National Forest,38.036256,-120.283203,1944,5,9191.5667
Santa Barbara County,34.389656,-119.702652,1944,1,792.3746
Plumas National Forest,39.937816,-120.94114,1944,1,715.7792
Pinnacles National Park,36.499123,-121.116237,1944,1,1538.894
San Bernardino National Forest,34.090473,-117.260245,1945,4,14028.3171
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1945,1,411.205
Mendocino CAL FIRE,39.345892,-123.319092,1945,16,79811.5821
Shasta-Trinity National Forest,40.520709,-122.301395,1945,3,6171.063099999999
Los Angeles County,34.05513,-118.25703,1945,5,3239.0329
Los Padres National Forest,34.768611,-120.061716,1945,8,5200.2438
Sequoia National Forest,36.032162,-119.078781,1945,1,1588.716
Riverside CAL FIRE,33.496892,-117.1504,1945,6,7923.622800000001
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1945,1,15791.7
Sierra National Forest,36.829829,-119.684965,1945,5,3955.4852
Lassen National Forest,40.20725,-120.90771,1945,5,14899.9641
Toiyabe National Forest,38.62689,-119.3935,1945,1,1537.89
Klamath National Forest,41.336017,-122.841974,1945,7,3491.3316
Ventura County,34.27834,-119.29317,1945,2,821.5708999999999
Stanislaus National Forest,38.036256,-120.283203,1945,5,3045.3691
Sonoma CDF (old),38.290522,-122.459658,1945,9,12630.067000000001
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1945,6,4216.3667
Sequoia - Kings Canyon NP,36.49042,-118.82488,1945,1,2257.786
Cleveland National Forest,33.022118,-117.094959,1945,13,65295.8755
Modoc National Forest,41.339102,-121.147262,1945,4,1784.373
Cleveland National Forest,33.022118,-117.094959,1946,4,3660.0309
San Bernardino National Forest,34.090473,-117.260245,1946,1,612.3571
Pinnacles National Park,36.499123,-121.116237,1946,1,179.9743
Klamath National Forest,41.336017,-122.841974,1946,1,1655.268
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1946,1,25992.85
Sierra National Forest,36.829829,-119.684965,1946,1,232.3079
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1946,7,7310.0135
Los Padres National Forest,34.768611,-120.061716,1946,1,3501.207
Toiyabe National Forest,38.62689,-119.3935,1946,2,432.371
Los Angeles County,34.05513,-118.25703,1946,12,8810.3689
Modoc National Forest,41.339102,-121.147262,1946,1,183.9164
Tahoe National Forest,39.301182,-120.678146,1946,1,271.3139
Mendocino CAL FIRE,39.345892,-123.319092,1946,4,921.1525
Sequoia - Kings Canyon NP,36.49042,-118.82488,1946,1,222.4525
Sonoma CDF (old),38.290522,-122.459658,1946,5,5997.0671999999995
Plumas National Forest,39.937816,-120.94114,1946,8,6819.8682
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1946,1,1282.683
Stanislaus National Forest,38.036256,-120.283203,1946,1,4148.764
Lassen National Forest,40.20725,-120.90771,1946,4,3162.3016
Sequoia National Forest,36.032162,-119.078781,1946,1,1566.179
Ventura County,34.27834,-119.29317,1946,1,21266.12
Mendocino National Forest,39.172201,-122.90607,1946,1,6141.27
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1947,4,5487.645799999999
Shasta-Trinity National Forest,40.520709,-122.301395,1947,3,1779.9833
Los Padres National Forest,34.768611,-120.061716,1947,3,1342.8348999999998
Toiyabe National Forest,38.62689,-119.3935,1947,8,20650.859800000002
Ventura County,34.27834,-119.29317,1947,1,506.9287
Klamath National Forest,41.336017,-122.841974,1947,2,1891.9348
Plumas National Forest,39.937816,-120.94114,1947,3,2035.626
Sierra National Forest,36.829829,-119.684965,1947,5,6250.3387999999995
Sequoia National Forest,36.032162,-119.078781,1947,3,1170.5016
Tahoe National Forest,39.301182,-120.678146,1947,2,10318.526
Los Angeles County,34.05513,-118.25703,1947,14,9616.502
Modoc National Forest,41.339102,-121.147262,1947,1,476.5635
Six Rivers National Forest,41.840065,-123.997312,1947,1,162.5521
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1947,5,22998.655600000002
Pinnacles National Park,36.499123,-121.116237,1947,1,192.3726
Stanislaus National Forest,38.036256,-120.283203,1947,3,3406.4674
Cleveland National Forest,33.022118,-117.094959,1947,14,33742.7742
Mendocino CAL FIRE,39.345892,-123.319092,1947,4,1643.0545
San Bernardino National Forest,34.090473,-117.260245,1947,4,1037.3189
Eldorado National Forest,38.721085,-120.829644,1947,1,2834.958
Sequoia - Kings Canyon NP,36.49042,-118.82488,1947,2,501.7895
Lassen National Forest,40.20725,-120.90771,1947,3,21596.5842
Los Angeles County,34.05513,-118.25703,1948,4,5176.242
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1948,1,5094.208
Sierra National Forest,36.829829,-119.684965,1948,1,200.659
Mendocino CAL FIRE,39.345892,-123.319092,1948,2,564.4207
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1948,4,18278.084
Tahoe National Forest,39.301182,-120.678146,1948,1,130.0023
San Bernardino National Forest,34.090473,-117.260245,1948,4,1138.0131999999999
Ventura County,34.27834,-119.29317,1948,1,101.4667
Plumas National Forest,39.937816,-120.94114,1948,1,335.2998
Stanislaus National Forest,38.036256,-120.283203,1948,2,1039.8818999999999
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1948,1,8604.907
Los Padres National Forest,34.768611,-120.061716,1948,4,24374.4985
Orange County,33.802647,-117.84931,1948,1,53080.39
Shasta-Trinity National Forest,40.520709,-122.301395,1948,1,100.6632
Toiyabe National Forest,38.62689,-119.3935,1948,4,1971.1037
Modoc National Forest,41.339102,-121.147262,1948,3,19479.2715
Cleveland National Forest,33.022118,-117.094959,1948,7,11437.1425
Sequoia - Kings Canyon NP,36.49042,-118.82488,1948,1,11120.8
Yosemite National Park,37.58395,-119.695053,1948,1,12110.19
Sequoia National Forest,36.032162,-119.078781,1948,1,323.5072
Sonoma CDF (old),38.290522,-122.459658,1948,1,1045.845
Sierra National Forest,36.829829,-119.684965,1949,1,125.7781
Six Rivers National Forest,41.840065,-123.997312,1949,2,334.1018
Sonoma CDF (old),38.290522,-122.459658,1949,4,2834.5025
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1949,3,7337.8968
Los Angeles County,34.05513,-118.25703,1949,12,20645.7002
Lassen National Forest,40.20725,-120.90771,1949,3,3752.6452
Mendocino National Forest,39.172201,-122.90607,1949,2,2205.464
Modoc National Forest,41.339102,-121.147262,1949,4,3187.1645000000003
Ventura County,34.27834,-119.29317,1949,1,20578.55
Toiyabe National Forest,38.62689,-119.3935,1949,3,13780.803
Cleveland National Forest,33.022118,-117.094959,1949,16,36712.7491
Sequoia - Kings Canyon NP,36.49042,-118.82488,1949,2,933.1146000000001
Northern CA District - BLM,33.913568,-117.263252,1949,1,2416.241
Klamath National Forest,41.336017,-122.841974,1949,3,14948.0546
Shasta-Trinity National Forest,40.520709,-122.301395,1949,10,8482.6297
Sequoia National Forest,36.032162,-119.078781,1949,4,2154.4761
Mendocino CAL FIRE,39.345892,-123.319092,1949,15,9649.0094
Tahoe National Forest,39.301182,-120.678146,1949,4,2147.1262
Stanislaus National Forest,38.036256,-120.283203,1949,4,34042.792
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1949,2,1556.7532999999999
Plumas National Forest,39.937816,-120.94114,1949,8,3551.6439
Los Padres National Forest,34.768611,-120.061716,1949,3,6997.453
San Bernardino National Forest,34.090473,-117.260245,1949,3,7542.872500000001
San Bernardino National Forest,34.090473,-117.260245,1950,6,1879.1929
Plumas National Forest,39.937816,-120.94114,1950,5,20039.4036
Siskiyou CAL FIRE,41.702654,-122.641241,1950,2,4487.5697
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1950,5,43812.7959
Sierra National Forest,36.829829,-119.684965,1950,3,918.4929
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1950,4,6226.8079
San Diego CAL FIRE,32.72793,-117.15529,1950,18,101258.93579999999
San Luis Obispo CAL FIRE,35.266778,-120.659441,1950,4,32406.307
Santa Barbara County,34.389656,-119.702652,1950,3,11376.5105
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1950,3,7856.005300000001
Orange County,33.802647,-117.84931,1950,1,729.4213
